"id","REF MLH","REF. HESPERIA","YACIMIENTO","MUNICIPIO","MATERIAL","OBJETO","TIPO SOPORTE","signario paleohispánico?","TEXTO","APARATO CRÍTICO","LENGUA"
"855","E.01.222b","TE.02.222b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$a&","$a&, $r&, $tu& MLH (altern.)","IBERICO"
"856","E.01.227b","TE.02.227b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","be",,"IBERICO"
"857","E.01.229b","TE.02.229b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ŕ&","$ŕ&, $ku, be& MLH (altern.)","IBERICO"
"858","(E.01.230b: eliminar)","TE.02.230b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","be",,"IBERICO"
"859","(E.01.231b: eliminar)","TE.02.231b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","i",,"IBERICO"
"860","E.01.241b","TE.02.241b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","++",,"IBERICO"
"861","E.01.245b","TE.02.245b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ta",,"IBERICO"
"862","E.01.251d","TE.02.251d","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$bo&","$bo&, $ti& MLH (altern.)","IBERICO"
"863","E.01.251c","TE.02.251c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","baa",,"IBERICO"
"864","E.01.251b","TE.02.251b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$l&","$l&, $ḿ& MLH (altern.)","IBERICO"
"865","E.01.261b","TE.02.261b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$i&","$i&, $ln& JVM","IBERICO"
"866","E.01.266b","TE.02.266b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","l$tu&","$tu&, $a& JVM","IBERICO"
"867","E.01.272b=E. 01.262b","TE.02.272b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE",,"LEVANTINO","i",,"IBERICO"
"868","E.01.273b","TE.02.273b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","nḿ",,"IBERICO"
"869","E.01.276d","TE.02.276d","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","bo",,"IBERICO"
"870","E.01.276c","TE.02.276c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ba ?",,"IBERICO"
"871","E.01.276b","TE.02.276b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","s",,"IBERICO"
"872","E.01.280c","TE.02.280c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$a& ?"," $a&, $ka& MLH (altern.)","IBERICO"
"873","E.01.280b","TE.02.280b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$l&","$l&, $ke& MLH (altern.), $u& Cabré (1944: 18-80 y S.32) ","IBERICO"
"874","E.01.281b","TE.02.281b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","a",,"IBERICO"
"875","E.01.282b","TE.02.282b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ti+&","$ti+&,  $ti, tiu̲, tiba, til& MLH (altern.);","IBERICO"
"876","E.01.282c","TE.02.282c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$+&","
\
$+&,  $u,̲ ba, l& MLH (alterns.);","IBERICO"
"877","E.01.283b","TE.02.283b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$tu&","$tu&, $ka& Untermann (altern.)","IBERICO"
"878","E.01.284b","TE.02.284b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","+",,"IBERICO"
"879","E.01.291b","TE.02.291b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","etau$te&[","$te&, $ŕ& MLH (altern.), Beltrán (1976: 40).","IBERICO"
"880","E.01.308b","TE.02.308b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","Propiedad?","LEVANTINO","taŕ",,"IBERICO"
"881","E.01.311c","TE.02.311c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE",,"LATINO","F̲P",,"LATIN"
"2918","C.08.","B.41.08","Baetulo","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$toke+[---]&","$tike++& E","IBERICO"
"882","E.01.311b","TE.02.311b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE",,"LEVANTINO","aŕ",,"IBERICO"
"883","E.01.312d","TE.02.312d","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","tu",,"IBERICO"
"884","E.01.312c","TE.02.312c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$te&","$te&, $o& MLH (altern.)","IBERICO"
"885","E.01.312b","TE.02.312b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$te&","$te&, $o& MLH (altern.)","IBERICO"
"886","E.01.313b","TE.02.313b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$baboŕa&","$baboŕa&, $baboŕ a& MLH (altern.)","IBERICO"
"887","E.01.314b","TE.02.314b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","tatako$+&","$+&, $bi& MLH (altern.)","IBERICO"
"888","E.01.315b","TE.02.315b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","Propiedad?","LEVANTINO","iko",,"IBERICO"
"889","E.01.316d","TE.02.316d","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$tebi&","$tebi&, $biŕto& MLH (altern.)","IBERICO"
"890","E.01.316c","TE.02.316c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ba$te&","$te&, $ŕte& MLH (altern.)","IBERICO"
"891","E.01.316b","TE.02.316b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","beu",,"IBERICO"
"892","E.01.317b","TE.02.317b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","be$iko&","$iko&, $ita& MLH (altern.)","IBERICO"
"893","E.01.321b","TE.02.321b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$s&ś","$s&, $ki& MLH (altern.)","IBERICO"
"894","E.01.322c","TE.02.322c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","biuŕta$n&$e&ke","$n&, $ś&; $e&, $ta&, $be& MLH (altern.)","IBERICO"
"895","E.01.322b","TE.02.322b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ako+ŕ+",,"IBERICO"
"896","E.01.350c","TE.02.350c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","COMERCIAL","LATINO","C",,"LATIN"
"897","E.01.350b","TE.02.350b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","COMERCIAL","LATINO","VE : IIII",,"LATIN"
"898","E.01.325b","TE.02.325b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ka",,"IBERICO"
"2019","F.13","V.06.003","Castellet de Bernabé","Valencia","CERAMICA","RECIPIENTE",,"LEVANTINO","$]+o’os’sto’toaall’+[&","     $]+o’os’sto’toaall’+[&, $]+oosstotoaaléki[& (Sarrión 2003, 364-365), $]oosstotoaallki[& (Moncunill 2007, 366)","IBERICO"
"899","E.01.330b","TE.02.330b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","COMERCIAL","LEVANTINO","be (1) I I  (2) I I I",,"IBERICO"
"900","E.01.331b","TE.02.331b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ss",,"IBERICO"
"901","E.01.332b","TE.02.332b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LATINO","MEA$D&","$D&, $ND& MLH (altern.)","LATIN"
"902","E.01.335b","TE.02.335b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LATINO","SCOPA",,"LATIN"
"903","E.01.340b=E. 01.341","TE.02.340b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","tau",,"IBERICO"
"904","E.01.078b","TE.02.078b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bas ",,"IBERICO"
"906","E.01.194b","TE.02.194b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","A",,"IBERICO"
"907","E.01.208","TE.02.208","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","tan",,"IBERICO"
"908","E.01.332c","TE.02.332c","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","COMERCIAL","LEVANTINO","le
\
\
\
",,"IBERICO"
"909","E.01","TE.02.462","Cabezo de Alcalá","Teruel","CERAMICA","FUSAYOLA","INDIC. CAPACIDAD","LEVANTINO","ai",,"IBERICO"
"910","E.01","TE.02.463","Cabezo de Alcalá","Teruel","CERAMICA","FUSAYOLA","INDET.","LEVANTINO","os"," ","IBERICO"
"911","E.01","TE.02.454","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","abaio",,"IBERICO"
"912","E.01","TE.02.455","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","la",,"IBERICO"
"913","E.01","TE.02.456","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","a)
\
\
ui
\
\
b)
\
$l&","
\
$l&, $ḿ& M. Beltrán (1976);","IBERICO"
"914","E.01","TE.02.464","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE",,"LEVANTINO","$l&","$l&, $ḿ& JVM (altern)","IBERICO"
"2920","E.01","TE.02.466","Cabezo de Alcalá, Zona Baja","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ko ko",,"IBERICO"
"915","E.01","TE.02.457","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]al&","$]al&, $ma[& JVM (altern)","IBERICO"
"916","E.01","TE.02.458","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]+:o[&","$]+:o[&, $]o:+[& JVM (altern)","IBERICO"
"918","E.01","TE.02.460","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]+ui̲[",,"IBERICO"
"920","E.01.086b","TE.02.086b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","Propiedad?","LEVANTINO","bateba",,"IBERICO"
"921","E.01.285b","TE.02.285b","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$tutu&","$tutu&, (a) $tu& (b) $tu&, $aa&, $rr&, (a) $a& (b) $a&, (a) $r& (b) $r& MLH (altern.)","IBERICO"
"922","E.01","TE.02.465","Cabezo de Alcalá","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","aboki",,"IBERICO"
"1403","G.","SP.01.07","Desconocido","Desconocida","PLOMO","LAMINA/PLANCHA","INDET.","MERIDIONAL","++sinS41le[-]binkor:iuśtiS56:tarbinbaleś:kooo:aŕakotaŕ[-]laŕ:aianetinS41+talabin:ireba:aśS56:sinbitai:aia[ ]eia:boa:bíDkín:selkí:[-]eśeśanbiabiHkaŕesS56en",,"IBERICO"
"1404","F.","CS.24.01","La Villavella","Castellón","PIEDRA","LAPIDA","FUNERARIO","Indet.","vid. comentario epigráfico",,"INDET."
"1405","F.","CS.02.02","El Puig de La Misericòrdia","Castellón ","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$+ututer&"," $+ututer&, $+uuter& Oliver (altern.);","IBERICO"
"1406","F.","CS.02.03","La Closa","Castellón ","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kike",,"IBERICO"
"2324","D.","L.17.01","El Tossal del Mor","Lleida","PLOMO","LAMINA/PLANCHA","INDET.","LEVANTINO","[.]ṛ́tilakó:istikaṇiṛ:ibeŕṭạṇẹś:oŕtin+keŕ",,"IBERICO"
"928","L.01.01","CC.03.01","Arroyo de la Luz","Cáceres","PIEDRA","LAJA","INDET.","LATINO","AMBATVS
\
SCRIPSI
\
CARLAE PRAISOM
\
SECIAS.ERBA.MVITIE
\
AS.ARIMO.PRAESO
\
NDO. $SINGEIE+O&
\
INDI.AVA.INDI.VEA
\
$VN&.INDI.+EDAGA
\
ROM.TEVCAECOM
\
INDI.NVRIM.$I++&
\
$VDE +EC.&$RVRSE+CO&
\
AMPILVA
\
INDI
\
$GOEMINA&.INDI.ENV
\
PETANIM.INDI.AR
\
IMOM.SINTAMO
\
M.INDI.TEVCOM
\
SINTAMO","$SINGEIE+O&, $SINGEIETO& Schmoll 1959, 28, Prósper 2002, 69-83;
\
$VN&, $M& Wodtko 2010, 339, Prósper 2002, 69-83;
\
$I++&, $I[NDI]& Prósper 2002, 69-83;
\
$VDE +EC.&, $VDEAEC& Schmoll 1959, 28 $VDE[A]EC(OM?)& Prósper 2002, 69-83;
\
$RVRSE+CO&, $RVRSEAICO& Schmoll 1959, 28, $RVRSE+ +CO& Luján HEp 9, 248;
\
$GOEMINA&, $LOEMINA& Gómez-Moreno 1949, 204, MLH (altern.);","LUSITANO"
"929","L.02.01","VIS.01.01","Lamas de Moledo","Viseu","PIEDRA","PARIETAL/RUPESTRE","VOTIVO","LATINO","RVFINVS ET
\
TIRO SCRIP
\
SERVNT
\
$VEAMNICORI&
\
DOENTI
\
$ANGOM&
\
$LAMATICOM&
\
CROVCEAI MAGA
\
REAICOI $PETRANIOI& $T&
\
ADOM PORGOM $IOVEA&
\
$CAELOBRIGOI&","$VEAMNICORI&, $VEAMINICORI& MLH variante;
\
$ANGOM&, $ANVGOM& Schmoll 1959, 29;
\
$LAMATICOM&, $LAMATIGOM& Schmoll 1959, 29, $LAMMATICOM& MLH variante;
\
$PETRANIOI&, $PETRAVIOI& MLH variante;
\
$T&, $R& Hernando Balmori 1935, MLH variante, $B& Schmoll 1959, 29;
\
$IOVEA&, $IOVEAI& MLH variante;
\
$CAELOBRIGOI&, $CAIELOBRIGOI& CIL II 416, p. 695;","LUSITANO"
"930","L.03.01","GUA.01.01","Cabeço das Fráguas","Guarda","PIEDRA","PARIETAL/RUPESTRE","VOTIVO","LATINO","OILAM TREBOPALA
\
INDI PORCOM $LABBO&
\
COMAIAM ICCONA LOIM
\
INNA OILAM VSSEAM
\
TREBARVNE INDI TAVROM
\
IFADEM[
\
REVE $*RE&[","$LABBO&, $LAEBO& Tovar 1985, 234, López Fernández - Vallejo;
\
$*RE&, $TRE& Tovar 1985, 234;","LUSITANO"
"931","L.01","CC.03.02","Arroyo de la Luz","Cáceres","PIEDRA","LAJA","INDET.","LATINO","ISAICCID . RVETI . [
\
PVPPID . CARLAE . $EN&
\
$]ETOM& . INDI .$ NA+[&
\
]IOM[
\
M:","$EN&, $EM&  Almagro - Ortega - Villar 1999;
\
$]ETOM&, $]TOM& Almagro - Ortega - Villar 1999;
\
$NA+[&, $NAC[& Almagro - Ortega - Villar 1999;","LUSITANO"
"937","C.18.FALSA","T.11.25FALSA","Tarraco","Tarragona","CERAMICA","RECIPIENTE","Falso","LEVANTINO","INTIBIL"," ",
"1377","G.","MU.06.03","Cartagena","Murcia","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$+&el","$+&,  $a̲& ALF, $ḿ̲& ALF; ","IBERICO"
"1378","G.","AB.02.01","Reiná","Albacete","PIEDRA","PARIETAL/RUPESTRE","VOTIVO","MERIDIONAL","%A:# 
\
$+biśbaS56isS47kaS47&
\
\
","%A:#
\
$+biśbaS56isS47kaS47&,  $+biś?ris?l?& Correa, $b̲a̲lśi̱ristekate&,  $b̲a̲lśi̱ristekate& Ferrer i Jané - Avilés (alterns.);
\
\
\
\
","IBERICO"
"947","C.26.","T.06.11","El Serrat de Sant Miquel","Tarragona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$lauŕtao&","
\
$lauŕtao&, $lalbutao& Ed. princeps ;","IBERICO"
"948","C.18.FALSA","T.11.19FALSA","Tarraco","Tarragona","PIEDRA","LAJA","Falso",,"Καλλ[ί]πολι
\
πόλεμον",,
"951","C.18.FALSA","T.11.21FALSA","Tarraco","Tarragona","PIEDRA","ESTRUC. ARQUIT.","Falso","LEVANTINO","$aekoute[---]&","$aekoute[---]&, SERTO[RIVS] fort. Hübner ;",
"953","G.16.01a","AB.01.01a","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","%a.# kokaŕ
\
%b.# $karekar&:se .$kí&. .S47f. ker:lukeśiŕ:$akailtir .S47f.& kerai:$ir++riatuiaś&
\
\
\
"," b. $karekar&,  $S56kat̲a̲ : karekar& de Hoz; $.kí$&.&, $:r:&, MLH, $:te:& MLH, $:ti:& MLH; $: akailtir .H.&, $: akailtir .ti.& MLH; $ir++riatuiaś&, $ir+biriatuiaś& de Hoz;
\
","IBERICO"
"2407","F.","V.21.01","Tos Pelat","Valencia","PLOMO","LAMINA/PLANCHA",,"LEVANTINO","A1a 		]tu[.]++aaki+[..]iitidioo[
\
A1b		]++bol
\
A2a1 	]kigiúutodo[…][
\
A2a2	]ŕŕkigiúutodo+[..][
\
A2b1       ]+g̲a̲++++tadaṯe̱deeek̲u̱g̲u̲[
\
A2b2       ]+d̲a̲t̲a̲tedeee̲tudukug̲u̲[
\
\
"," ","IBERICO"
"954","G.16.02","AB.01.02","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","aiberon:$ebaaren &: betiaŕ","$ebaaren &,  $ebiaŕen& de Hoz;","IBERICO"
"955","G.16.03","AB.01.03","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","aitur .$kí&. nbetiaŕka"," :kí:, :$te&: Untermann;","IBERICO"
"956","G.16.04","AB.01.04","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","aitur .kí. n : bitiaŕ",,"IBERICO"
"957","G.16.05","AB.01.05","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","koniltiraŕbitiaŕ",,"IBERICO"
"958","G.16.01b","AB.01.01b","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","iltirtikeŕki:$tibanin&:kokaŕ","  : $tibanin& : , $:ebanin:& Untermann (altern.), $ebin̲in& de Hoz;","IBERICO"
"959","G.16.01c","AB.01.01c","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","betiaŕinaŕ",,"IBERICO"
"960","G.16.01d","AB.01.01d","Abengibre","Albacete","PLATA","RECIPIENTE","votivo?","MERIDIONAL","$aibeloraŕ&:betiaŕ","  $aibeloraŕ& : , $kaibeloraŕ& : Untermann (no probable);","IBERICO"
"961","G.05.01","A.02.01","Cabeço de Mariola","Alicante","PLOMO","LAMINA/PLANCHA","INDET.","LEVANTINO","$]+ŕbinu+[&$
\
]teia++[&","  1. $]+ŕbinu+[&, $]baŕbinu+[& MLH, $]+ŕanu+[& MLH (altern.);
\
2.$ ]teia++[&, $]kuia++[& (antes), $]teir++[& MLH (altern.), $]teiabi+[& MLH, $]teia+u[& MLH;","IBERICO"
"962","G.05.02","A.02.02","Cabeço de Mariola","Alicante","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]se",,"IBERICO"
"963","G.14.01","AB.07.01","Cerro de los Santos","Albacete","PIEDRA","ESTATUA","VOTIVO","MERIDIONAL","$aiun&
\
$ikarbia&","   1. $aiun&, $aion& Gómez-Moreno, $aiḿn& Schmoll;
\
2. $ikarbia&, $ikarbio&, $ikarua&, $ikalua&,  $ikalbia& Gómez-Moreno, $iurbia& Schmoll, $ikabiur& Maluquer, $itulbir& Faria, $i++bia& de Hoz - Rouillard, $ikalṯu̲ŕ& Rodríguez Ramos;","IBERICO"
"964","G.14.02","AB.07.02","Cerro de los Santos","Albacete","PIEDRA","ESTATUA","INDET.","MERIDIONAL","$]śtulai&
\
$aen&","1. $]śtulai&, $baśtulai& Gómez-Moreno, de Hoz (2011), $śalai& Rodríguez Ramos;
\
2. $aen&, $atin& Untermann (altern.), de Hoz, Faria, Rodrígez Ramos, $akun& Gómez-Moreno, Maluquer, $aden& Rodríguez Ramos","IBERICO"
"965","G.07.01","V.17.01","Corral de Saus","Valencia","PIEDRA","LAPIDA","INDET.","MERIDIONAL","$]:S48 v rkibea[&","$ ]: S48 v  rkibea[&, $] : S48 v  akiber[& Untermann (altern.),  $]tirgitor[& Fletcher","IBERICO"
"966","G.00.01","SP.01.04","Desconocido","Desconocida","PLOMO","LAMINA/PLANCHA","COMERCIAL","MERIDIONAL","%A:
\
# $]+ I I I o I I&
\
    ]ibeś [3] o[
\
    ] I I I I .kí. I I I I [7] a[
\
    $] I I I I I I I [5] an+[&
\
    ]aśota[
\
%B:
\
# ]a++ I I I I I I I [4] [
\
    ]iŕ [3] bi[
\
    $] [5] ikoil[&
\
    ]a I o I  %&lt;AQUÍ UN SIGNO&gt;# [","   A:
\
1.$ ]+ I I I o I I&, $]l I I I o I I& Untermann (altern.), $]bi I I I o I I& Untermann (altern.);
\
4. $] I I I I I I I [5] an+[&, $] I I I I I I I [5] anl[& Gómez-Moreno, $] I I I I I I I [5] ans[& Untermann (altern.), $] I I I I I I I [5] ana[& Untermann (altern.);
\
\
B:
\
3. $] [5] ikoil[&, $] [5] iboil[& Gómez-Moreno;","IBERICO"
"967","G.19.01","MU.05.01","El Cabecico del Tesoro","Murcia","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$a+++kabire&"," $a+++kabire&, $a+++kaare& Nieto, Iniesta;","IBERICO"
"968","G.13.01","MU.04.01","El Cigarralejo","Murcia","PLOMO","LAMINA/PLANCHA","INDET.","GRECOIBERICO","iuntegen:$e[&
\
$sakaŕbeś&:sos[
\
lagutaś:$kebes+[&
\
isgenus:andinue+[
\
$taŕikedelbabineditaŕke+s+[&        $]+ŕik&                        5
\
$sabaŕbasdeŕik&:$bidedenedesbesanelas&:
\
ikbaidesuisebartaśaŕtiduŕagunan
\
nela:ebanalbasusbeliginela
\
]$biandingorsanlenebarerbeigulnaŕerganikbos&:","  1.  $e[&,  $s[& Cuadrado, Gómez-Moreno, Maluquer;
\
2. $sakaŕbes& : , $sakaŕbes& : Gómez-Moreno, $sakaŕbik& : Cuadrado, Maluquer;
\
3. : $kebes+[&, : $kebes+[& Cuadrado, Gómez-Moreno, Maluquer, : $keŕes+[& Untermann (altern.);
\
5. $taŕikedelbabineditaŕke+s+[&, $taŕikedelbabineditaŕka+s+[& Untermann (altern.), $taŕikedelbabineditaŕkels+[& Untermann,  $taŕikedelbabineditaŕke:s+[& Cuadrado, $taŕikedelbabineditaŕkeis+[&  Gómez-Moreno;  $]+ŕik&,  $]iŕik&,  Untermann,  $]+bin& Cuadrado, Maluquer, $]+bie& Gómez-Moreno, $+r̲i̲+& de Hoz;
\
6. $sabaŕbasdeŕik& : , $sabaŕbasderk& : Untermann (altern.), $s+baŕbasderik& de Hoz;  : $bidedenedesbesanelas& : , : $bidedenedisbesanelas& : Cuadrado, Gómez-Moreno, Maluquer, : $bidedenedesbesanelas& :  Cuadrado, Maluquer, : $bidedenedesbei:ianelas& : Gómez-Moreno, : $bidedenedesbesanelas& : Gómez-Moreno, : $bidedenedesbesalelas&: Cuadrado, Maluquer;
\
9. ]$biandingorsanlenebarerbeigulnaŕerganikbos& : , $]biandin gorsanlene barer beigulnaŕer ganikbos &: Untermann","IBERICO"
"969","G.11.01GRAECA","A.07.01GRAECA","El Monastil ","Alicante","BRONCE","PESA DE TELAR","INDIC. PESO","Griego bizantino","$Λ Α&","$Λ Α&, $kaka& MLH, Llobregat (como ibérica) ;","GRIEGO"
"970","G.02.01","A.04.11","El Puig","Alicante","CERAMICA","RECIPIENTE","Propiedad?","GRECOIBERICO","(a) leis(b) ś",,"IBERICO"
"971","G.17.01","AB.04.01","El Salobral","Albacete","PIEDRA","LAPIDA","INDET.","MERIDIONAL","$ati &$.S47f&. $uia+iskeunir&:$tinkan&:$berśtano&+ .S47f. a
\
$ś+sebatitaŕ&:.S58. $itan+aŕ&","1. $ati&,  $a+& Simón Cornago; $:H&:, $:n:& Gómez-Moreno (1949), $:H:&  Gómez-Moreno (1962); . $uia+iskeunir :&, $. una+iskeunir :&  Untermann (altern.), $. uia+isrunir : & Gómez-Moreno (1949),$ . uia+iskeunir :&  Gómez-Moreno (1962); : $tinkan& :, : $enkan& : Gómez-Moreno (1962), : $tintun &: Gómez-Moreno; : $berśtano+ .&, :$ nrśtano+ &.   Gómez-Moreno, :$ berśtanoti& . Gómez-Moreno (1962), $berśtano+S47a̲& Faria;
\
2.$ś+sebatitaŕ& :, $ś+sebatitaŕ& : Gómez-Moreno (1949), $u+sebatitaŕ& : Gómez-Moreno (1962), $śisebatitaŕ& : Gómez-Moreno (1949), $śesebatitaŕ &: Gómez-Moreno (1962), $++se̲ S61titar& Simón Cornago; . $itan+aŕ&, . $itai+aŕ& Gómez-Moreno (1949), Untermann (altern.), . $itaba+aŕ & Gómez-Moreno (1962), .$ itannaŕ& Gómez-Moreno (1949), . $itanBOaŕ& Gómez-Moreno (1962), . $itan+beŕ& Untermann (altern.), $ita++ar& Simón Cornago;
\
","IBERICO"
"972","G.08.01","A.06.01","El Tossal de la Cala","Alicante","CERAMICA","RECIPIENTE","Propiedad?","LEVANTINO","$kuleśtileis&","  $kuleśtileis&, $keleśtileis& Beltrán Martínez, HAE;","IBERICO"
"973","G.08.02","A.06.02","El Tossal de la Cala","Alicante","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$taŕtinskeŕ&","  $taŕtinskeŕ&, $taŕtintaŕ& Fletcher, Tovar, Siles, $taŕtinoŕ& Llobregat, $taŕtinuŕ& Llobregat$, taŕtinḿŕ& Llobregat;","IBERICO"
"974","G.08.03","A.06.03","El Tossal de la Cala","Alicante","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$+uki&","  $+uki&, $keuki& Untermann (alter.), $suki& Untermann (altern.), $luki& Llobregat, $+us& Llobregat;","IBERICO"
"975","G.08.04","A.06.04","El Tossal de la Cala","Alicante","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","si",,"IBERICO"
"976","G.10.01","A.09.01","El Tossal de Manises","Alicante","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$]toḿbaŕ[&","  $]toḿbaŕ[&, $]toebaŕ[& Siles;","IBERICO"
"977","G.10.02","A.09.02","El Tossal de Manises","Alicante","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]+i[",,"IBERICO"
